narrative_id,scenario_id,language,script,code_mix_type,narrative_text_original,narrative_text_normalised,variant_type,narrative_completeness,chronology_style,emotionality_level,spelling_noise_level,speech_transcription_style,uncertain_language_present,irrelevant_information_present,reference_date,translation_parent_id,paraphrase_parent_id,source_type,language_reviewer_id,annotation_status,split
NAR000112_EN,SCN000112,en,Latin,none,"I want to report an incident. The observer witnessed an intense community argument unfolding near the plot around 13:04. Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. The observer witnessed an intense community argument unfolding near the plot around 13:04. Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-09,,,human_written,,unannotated,train
NAR000113_EN,SCN000113,en,Latin,none,"I want to report an incident. So I was driving along the highway around 10:34 today, when this car suddenly sped out and caused a complete drunk driving accident! The driver didn't even stop to check if anyone was hurt, they just accelerated away immediately. I'm still shaking from the shock. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. So I was driving along the highway around 10:34 today, when this car suddenly sped out and caused a complete drunk driving accident! The driver didn't even stop to check if anyone was hurt, they just accelerated away immediately. I'm still shaking from the shock. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-08-28,,,human_written,,unannotated,validation
NAR000114_EN,SCN000114,en,Latin,none,I want to report an incident. guys stay away from the Road right now! just witnessed a crazy traffic signal violation dispute around 09:15 hours. cars are badly damaged and traffic is completely backed up. emergency services are arriving just now I am sharing all the details so that appropriate legal guidance can be provided.,I want to report an incident. guys stay away from the Road right now! just witnessed a crazy traffic signal violation dispute around 09:15 hours. cars are badly damaged and traffic is completely backed up. emergency services are arriving just now I am sharing all the details so that appropriate legal guidance can be provided.,formal,medium,chronological,moderate,none,False,False,False,2023-09-12,,,human_written,,unannotated,challenge
NAR000115_EN,SCN000115,en,Latin,none,"I want to report an incident. guys freeze your accounts if you used that Mobile app recently!! just discovered a major loan approval scam happened around 09:04 today. unauthorized charges are showing up on multiple profiles, notify your branch manager asap I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. guys freeze your accounts if you used that Mobile app recently!! just discovered a major loan approval scam happened around 09:04 today. unauthorized charges are showing up on multiple profiles, notify your branch manager asap I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-27,,,human_written,,unannotated,train
NAR000116_EN,SCN000116,en,Latin,none,"I want to report an incident. A civic or localized incident classified under public nuisance dispute manifested at the designated alleyway at 13:33. The matter represents a general public inconvenience rather than a high-severity crime, requiring standard regulatory oversight. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. A civic or localized incident classified under public nuisance dispute manifested at the designated alleyway at 13:33. The matter represents a general public inconvenience rather than a high-severity crime, requiring standard regulatory oversight. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-20,,,human_written,,unannotated,validation
NAR000117_EN,SCN000117,en,Latin,none,"I want to report an incident. Complainant reports a structured financial offense falling under the category of cheque forgery at the office. The incident occurred on 2026-06-28 at approximately 23:53 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets. Audit trails have been preserved. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Complainant reports a structured financial offense falling under the category of cheque forgery at the office. The incident occurred on 2026-06-28 at approximately 23:53 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets. Audit trails have been preserved. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-05,,,human_written,,unannotated,test
NAR000118_EN,SCN000118,en,Latin,none,"I want to report an incident. Complainant reports unauthorized digital breach under social media hacking framework. On 2026-07-10 at approx 10:08 hours, malicious payloads or fraudulent links were deployed to misappropriate assets or credentials via Online platform. Digital logs preserved for forensic analysis. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Complainant reports unauthorized digital breach under social media hacking framework. On 2026-07-10 at approx 10:08 hours, malicious payloads or fraudulent links were deployed to misappropriate assets or credentials via Online platform. Digital logs preserved for forensic analysis. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-18,,,human_written,,unannotated,challenge
NAR000119_EN,SCN000119,en,Latin,none,"I want to report an incident. Complainant states that on 2026-06-25 at approximately 18:21 hours, an incident of online phishing theft occurred at Mobile app. The perpetrator description matches a male individual height approx 5'8"". Property loss reported. Case registered under relevant sections. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Complainant states that on 2026-06-25 at approximately 18:21 hours, an incident of online phishing theft occurred at Mobile app. The perpetrator description matches a male individual height approx 5'8"". Property loss reported. Case registered under relevant sections. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-15,,,human_written,,unannotated,validation
NAR000120_EN,SCN000120,en,Latin,none,"I want to report an incident. A property conflict classified under land encroachment was documented at the plot at 04:00. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. A property conflict classified under land encroachment was documented at the plot at 04:00. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-15,,,human_written,,unannotated,train
NAR000121_EN,SCN000121,en,Latin,none,"I want to report an incident. The bystander reported observing a heated argument developing near the apartment around 04:41. The confrontation quickly turned into a domestic dispute, with one individual visibly projecting physical intimidation towards the other party before crowds gathered to separate them. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. The bystander reported observing a heated argument developing near the apartment around 04:41. The confrontation quickly turned into a domestic dispute, with one individual visibly projecting physical intimidation towards the other party before crowds gathered to separate them. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-09,,,human_written,,unannotated,test
NAR000122_EN,SCN000122,en,Latin,none,"I want to report an incident. Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding identity theft that targets my system. At 03:58 on 2026-06-23, illegal server access was achieved through the Workplace, leading to severe data breach and financial compromise. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding identity theft that targets my system. At 03:58 on 2026-06-23, illegal server access was achieved through the Workplace, leading to severe data breach and financial compromise. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-11,,,human_written,,unannotated,train
NAR000123_EN,SCN000123,en,Latin,none,"I want to report an incident. Complainant reports a structured financial offense falling under the category of loan approval scam at the online platform. The incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets. Audit trails have been preserved. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Complainant reports a structured financial offense falling under the category of loan approval scam at the online platform. The incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets. Audit trails have been preserved. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-17,,,human_written,,unannotated,test
NAR000124_EN,SCN000124,en,Latin,none,"I want to report an incident. So I was just standing at the road around 12:45 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. So I was just standing at the road around 12:45 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-11,,,human_written,,unannotated,test
NAR000125_EN,SCN000125,en,Latin,none,"I want to report an incident. An incident of phishing scam compromised security systems across the specified Online platform at 06:42. Electronic credentials were manipulated remotely by unknown malicious actors, triggering secondary security protocols. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. An incident of phishing scam compromised security systems across the specified Online platform at 06:42. Electronic credentials were manipulated remotely by unknown malicious actors, triggering secondary security protocols. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-09-22,,,human_written,,unannotated,challenge
NAR000126_EN,SCN000126,en,Latin,none,"I want to report an incident. Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding ransomware attack that targets my system. At 04:18 on 2026-07-15, illegal server access was achieved through the Online platform, leading to severe data breach and financial compromise. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding ransomware attack that targets my system. At 04:18 on 2026-07-15, illegal server access was achieved through the Online platform, leading to severe data breach and financial compromise. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-13,,,human_written,,unannotated,validation
NAR000127_EN,SCN000127,en,Latin,none,I want to report an incident. A vehicular incident involving hit and run collision occurred on the local highway at 12:29. The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing. I am sharing all the details so that appropriate legal guidance can be provided.,I want to report an incident. A vehicular incident involving hit and run collision occurred on the local highway at 12:29. The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing. I am sharing all the details so that appropriate legal guidance can be provided.,formal,medium,chronological,moderate,none,False,False,False,2023-10-09,,,human_written,,unannotated,validation
NAR000128_EN,SCN000128,en,Latin,none,"I want to report an incident. So I was waiting at the hostel around 20:42 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. So I was waiting at the hostel around 20:42 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-14,,,human_written,,unannotated,test
NAR000129_EN,SCN000129,en,Latin,none,I want to report an incident. A vehicular incident involving traffic signal violation dispute occurred on the local road at 12:43. The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing. I am sharing all the details so that appropriate legal guidance can be provided.,I want to report an incident. A vehicular incident involving traffic signal violation dispute occurred on the local road at 12:43. The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing. I am sharing all the details so that appropriate legal guidance can be provided.,formal,medium,chronological,moderate,none,False,False,False,2023-10-12,,,human_written,,unannotated,validation
NAR000130_EN,SCN000130,en,Latin,none,"I want to report an incident. A property conflict classified under tenant-landlord conflict was documented at the apartment at 16:07. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. A property conflict classified under tenant-landlord conflict was documented at the apartment at 16:07. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-15,,,human_written,,unannotated,challenge
NAR000131_EN,SCN000131,en,Latin,none,I want to report an incident. guys heads up do NOT buy anything from that Kirana store!! just experienced a massive expired or contaminated goods sale around 07:25 today. they completely cheated me on the transaction and refused a refund. super sketchy service watch out I am sharing all the details so that appropriate legal guidance can be provided.,I want to report an incident. guys heads up do NOT buy anything from that Kirana store!! just experienced a massive expired or contaminated goods sale around 07:25 today. they completely cheated me on the transaction and refused a refund. super sketchy service watch out I am sharing all the details so that appropriate legal guidance can be provided.,formal,medium,chronological,moderate,none,False,False,False,2023-10-06,,,human_written,,unannotated,train
NAR000132_EN,SCN000132,en,Latin,none,"I want to report an incident. Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent reckless driving confrontation that occurred at the Highway. The incident took place on 2026-07-14 at 09:15 hours, creating significant hazards for other motorists. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent reckless driving confrontation that occurred at the Highway. The incident took place on 2026-07-14 at 09:15 hours, creating significant hazards for other motorists. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-24,,,human_written,,unannotated,train
NAR000133_EN,SCN000133,en,Latin,none,"I want to report an incident. So I clicked this link thinking it was an official notification around 16:54 yesterday, and suddenly I was locked out of my account. I realized it was a total ransomware attack when my savings started moving out. I'm completely panicking right now. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. So I clicked this link thinking it was an official notification around 16:54 yesterday, and suddenly I was locked out of my account. I realized it was a total ransomware attack when my savings started moving out. I'm completely panicking right now. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-12,,,human_written,,unannotated,validation
NAR000134_EN,SCN000134,en,Latin,none,"I want to report an incident. An incident of phishing scam compromised security systems across the specified Online platform at 23:11. Electronic credentials were manipulated remotely by unknown malicious actors, triggering secondary security protocols. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. An incident of phishing scam compromised security systems across the specified Online platform at 23:11. Electronic credentials were manipulated remotely by unknown malicious actors, triggering secondary security protocols. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-07,,,human_written,,unannotated,train
NAR000135_EN,SCN000135,en,Latin,none,"I want to report an incident. Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of land encroachment affecting my House. The unlawful activity intensified on 2026-06-30 at 13:49 hours, causing direct infringement on my registered property rights. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of land encroachment affecting my House. The unlawful activity intensified on 2026-06-30 at 13:49 hours, causing direct infringement on my registered property rights. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-08,,,human_written,,unannotated,train
NAR000136_EN,SCN000136,en,Latin,none,"I want to report an incident. On the date of 2026-07-02, an advanced threat actor initiated an exploit categorized under online banking fraud targeting remote infrastructures at approximately 15:42. The intrusion vectors reveal highly organized techniques using social engineering methods or brute-force automation to penetrate authorization systems on the Online platform. Immediate isolation of the network endpoints was executed to limit exposure within the regional jurisdiction. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. On the date of 2026-07-02, an advanced threat actor initiated an exploit categorized under online banking fraud targeting remote infrastructures at approximately 15:42. The intrusion vectors reveal highly organized techniques using social engineering methods or brute-force automation to penetrate authorization systems on the Online platform. Immediate isolation of the network endpoints was executed to limit exposure within the regional jurisdiction. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-05,,,human_written,,unannotated,test
NAR000137_EN,SCN000137,en,Latin,none,"I want to report an incident. So I went to this online platform around 09:47 and explicitly paid for premium service, but I faced absolute refusal of service refund instead. When I asked the manager to fix it or give my money back, they were super rude and completely brushed me off. Never buying from here again. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. So I went to this online platform around 09:47 and explicitly paid for premium service, but I faced absolute refusal of service refund instead. When I asked the manager to fix it or give my money back, they were super rude and completely brushed me off. Never buying from here again. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-26,,,human_written,,unannotated,train
NAR000138_EN,SCN000138,en,Latin,none,"I want to report an incident. Dear Consumer Forum Support, I am writing to formally register a merchant complaint regarding a severe instance of false advertising and misrepresentation that occurred at Shop on 2026-06-22 at 18:56 hours. Despite multiple amicable requests, the management refused to honor the standard consumer guarantees. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Dear Consumer Forum Support, I am writing to formally register a merchant complaint regarding a severe instance of false advertising and misrepresentation that occurred at Shop on 2026-06-22 at 18:56 hours. Despite multiple amicable requests, the management refused to honor the standard consumer guarantees. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-02,,,human_written,,unannotated,test
NAR000139_EN,SCN000139,en,Latin,none,"I want to report an incident. On the date of 2026-06-22, a major civil friction classified under divorce proceedings conflict escalated during a familial meeting at the designated house at approximately 07:37 hours. The dispute involves competing claims regarding maintenance allocations or custody arrangements, leading to severe communication breakdown between the principal parties. The current circumstances indicate an immediate requirement for legal intervention to mandate adherence to statutory family frameworks within the state jurisdiction. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. On the date of 2026-06-22, a major civil friction classified under divorce proceedings conflict escalated during a familial meeting at the designated house at approximately 07:37 hours. The dispute involves competing claims regarding maintenance allocations or custody arrangements, leading to severe communication breakdown between the principal parties. The current circumstances indicate an immediate requirement for legal intervention to mandate adherence to statutory family frameworks within the state jurisdiction. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-11,,,human_written,,unannotated,validation
NAR000140_EN,SCN000140,en,Latin,none,"I want to report an incident. So I went to this shop around 14:25 and explicitly paid for premium service, but I faced absolute defective product delivery instead. When I asked the manager to fix it or give my money back, they were super rude and completely brushed me off. Never buying from here again. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. So I went to this shop around 14:25 and explicitly paid for premium service, but I faced absolute defective product delivery instead. When I asked the manager to fix it or give my money back, they were super rude and completely brushed me off. Never buying from here again. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-17,,,human_written,,unannotated,train
NAR000141_EN,SCN000141,en,Latin,none,"I want to report an incident. Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically emotional and verbal abuse, at my residence. The latest major confrontation took place on 2026-07-03 around 20:49. I urgently request legal assistance and protective measures. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically emotional and verbal abuse, at my residence. The latest major confrontation took place on 2026-07-03 around 20:49. I urgently request legal assistance and protective measures. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-10-27,,,human_written,,unannotated,challenge
NAR000142_EN,SCN000142,en,Latin,none,"I want to report an incident. I was just minding my own business at the road around 15:29, when this aggressive person started shouting at me out of nowhere. Then it escalated into a complete physical altercation and they said they'd hurt me if they saw me again. Genuinely terrified. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. I was just minding my own business at the road around 15:29, when this aggressive person started shouting at me out of nowhere. Then it escalated into a complete physical altercation and they said they'd hurt me if they saw me again. Genuinely terrified. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-07,,,human_written,,unannotated,train
NAR000143_EN,SCN000143,en,Latin,none,I want to report an incident. hey guys warning someone hacked my account via cyberstalking just now around 12:58!! if u get any weird text or payment requests from me DO NOT transfer any money it is a fraud scam click nothing I am sharing all the details so that appropriate legal guidance can be provided.,I want to report an incident. hey guys warning someone hacked my account via cyberstalking just now around 12:58!! if u get any weird text or payment requests from me DO NOT transfer any money it is a fraud scam click nothing I am sharing all the details so that appropriate legal guidance can be provided.,formal,medium,chronological,moderate,none,False,False,False,2023-11-26,,,human_written,,unannotated,test
NAR000144_EN,SCN000144,en,Latin,none,"I want to report an incident. Complainant states that on 2026-07-04 at approximately 20:11 hours, a transaction dispute involving refusal of service refund occurred at Shop. The vendor reportedly engaged in unfair trade practices, failing to resolve the commercial non-compliance. Relevant purchase invoices have been logged. I am sharing all the details so that appropriate legal guidance can be provided.","I want to report an incident. Complainant states that on 2026-07-04 at approximately 20:11 hours, a transaction dispute involving refusal of service refund occurred at Shop. The vendor reportedly engaged in unfair trade practices, failing to resolve the commercial non-compliance. Relevant purchase invoices have been logged. I am sharing all the details so that appropriate legal guidance can be provided.",formal,medium,chronological,moderate,none,False,False,False,2023-11-19,,,human_written,,unannotated,validation
